title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"3-комн. кв., 62 м2","Бишкек, Чуй/Гоголя",$ 68 000,5 766 400 сом,$ 1 097/м2,93 006 сом/м2,Добавлено 1 год назад,Поднято 16 часов назад,1044,от агента,панельный,4 этаж из 5,,62 м2,,105 серия,центральное,хорошее,,,раздельный,лоджия,бронированная,,,,,,,магистральный,,,,,,,,,,,"""42.874""","""74.6212""",https://www.house.kg/details/89236265e5e069b05f342-42825837
"Дом, 6 и более комнат, 525 м2","Бишкек, Оренбургская/Горького",$ 650 000,55 120 000 сом,$ 1 238/м2,104 990 сом/м2,Добавлено 1 год назад,Поднято 16 часов назад,2326,от агента,кирпичный,,2,525 м2,12 соток,,на газе,евроремонт,,,,,,,,,центральная,,,магистральный,,"сигнализация,                                             видеонаблюдение",полностью меблирована,,,,,,,"

                                    Описание от продавца                            
элитный особняк 3 уровневый. с 4-мя входами. охранная сигнализация. цифровое тв + интернет. кремлевский кирпич. мрамор. теплый пол. на минус 1 уровне: бильярд. кинотеатр. тренаж. зал. винотека со стойками под вино. котельная с 3-мя видами отопления. кладовая  1- этаж : зал. аквариумная с морской водой. кабинет с камином. с/узел. прачечная .2 кухни  сауна с комнатой для отдыха из дерева. бассейн в доме с водопадом. душ. кабина . с/узел
2-этаж : 3 спальни. гардероб. с/узел
бассейн на участке 5 на 9 м. глубина 1.8 м. барбекю.  летний душ. крытый навес для машин
","""42.8586""","""74.6025""",https://www.house.kg/details/42467645e576582d08f80-28524505
"Дом, свободная планировка, 595 м2","Бишкек, Киргизия 1 ж/м",$ 380 000,32 224 000 сом,$ 639/м2,54 158 сом/м2,Добавлено 1 год назад,Поднято 16 часов назад,2422,от агента,"кирпичный, 2006 г.",,2,"595 м2, жилая: 368 м2",12 соток,,электрическое,евроремонт,,,2 с/у и более,,,,,,септик,центральное водоснабжение,есть,,,"домофон,                                             сигнализация,                                             кодовый замок,                                             видеонаблюдение",,паркет,,"пластиковые окна,                                             хозпостройки,                                             гараж,                                             3 фазы",,,рассмотрю варианты,,"""42.8203""","""74.5761""",https://www.house.kg/details/61260095e577a0f593d93-63281139
"3-комн. кв., 108 м2","Бишкек,  ул. Киевская/ул. Уметалиева",$ 115 000,9 752 000 сом,$ 1 065/м2,90 296 сом/м2,Добавлено 1 год назад,Поднято 16 часов назад,1393,от агента,кирпичный,8 этаж из 10,,108 м2,,элитка,,евроремонт,,,,,,,,,,,,,,,,,,,,,,,"""42.8773""","""74.5816""",https://www.house.kg/details/80770355e4bb0b8ecc092-64269492
"3-комн. кв., 120 м2","Бишкек, Токогула/Советская",$ 150 000,12 720 000 сом,$ 1 250/м2,106 000 сом/м2,Добавлено 7 месяцев назад,Поднято 16 часов назад,593,от агента,кирпичный,9 этаж из 12,,120 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
квартира продается с мебелью и техникой
","""42.8651""","""74.612""",https://www.house.kg/details/59180955f50a09802c5f4-91538161
"Дом, 5-комн., 130 м2","Бишкек, М. Фрунзе/Курманалиева",$ 160 000,13 568 000 сом,$ 1 231/м2,104 369 сом/м2,Добавлено 6 месяцев назад,Поднято 16 часов назад,827,от агента,кирпичный,,1,130 м2,12 соток,,на газе,хорошее,,,совмещенный,,,,,,септик,центральное водоснабжение,есть,магистральный,,,полностью меблирована,ламинат,,,нет,нет,,"

                                    Описание от продавца                            
5-и ком. дом. уч. 12 с. красная книга. отопление газовое. во дворе брусчатка. есть летняя кухня + баня.
","""42.8795""","""74.6348""",https://www.house.kg/details/42149845f61a7742a7301-50816869
"Дом, 3-комн., 103 м2","Бишкек, Горькова",$ 117 000,9 921 600 сом,$ 1 136/м2,96 326 сом/м2,Добавлено 6 месяцев назад,Поднято 16 часов назад,680,от агента,кирпичный,,2,103 м2,2.5 соток,,смешанное,евроремонт,,,2 с/у и более,,,,,,септик,центральное водоснабжение,есть,магистральный,,,полностью меблирована,дерево,,,,,,,"""42.8585""","""74.625""",https://www.house.kg/details/3365795f7436f862c6d0-77335068
"1-комн. кв., 50 м2","Бишкек, Уметалиева/Чуй",$ 65 000,5 512 000 сом,$ 1 300/м2,110 240 сом/м2,Добавлено 5 месяцев назад,Поднято 16 часов назад,699,от агента,"монолитный, 2015 г.",8 этаж из 10,,50 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
В квартире сделан новый ремонт. остается вся мебель. 
Рассматривается долгосрочная аренда - 350 дол.
","""42.8792""","""74.582""",https://www.house.kg/details/7536515f83d4af73a3d8-98185169
"2-комн. кв., 65.08 м2","Бишкек, Асанбай м-н, ул. Сухэ-Батора / Аалы Токомбаева",$ 58 572,4 966 906 сом,$ 900/м2,76 320 сом/м2,Добавлено 2 месяца назад,Поднято 17 часов назад,300,от агента,"монолитный, 2021 г.",6 этаж из 8,,65.08 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 2х ком кв площадь 65.08 м2 на 6 / 8 эт.
Под ПСО
Цена 900 за м2
","""42.8181""","""74.6164""",https://www.house.kg/details/6223426600a951cf2fbc2-94717996
"1-комн. кв., 541 м2","Бишкек, 12 м-н, Токомбаева",$ 33 833,2 869 038 сом,$ 63/м2,5 303 сом/м2,Добавлено 1 месяц назад,Поднято 17 часов назад,175,от агента,монолитный,10 этаж из 10,,541 м2,,элитка,центральное,под самоотделку (псо),,,совмещенный,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 1 ком квартира. 54.1 м2. 10/10 эт. 
ПСО. можно делать ремонт.
СК Елеганс строй. 12 мкр.
","""42.8113""","""74.6355""",https://www.house.kg/details/590340960322552ebfb77-81265114
"1-комн. кв., 54.6 м2","Бишкек, КАРАКУЛЬСКАЯ/Горького",$ 40 000,3 392 000 сом,$ 733/м2,62 125 сом/м2,Добавлено 3 месяца назад,Поднято 17 часов назад,432,от агента,"монолитный, 2017 г.",6 этаж из 9,,54.6 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 1 ком кв На 6/12 эт .ЖК ""Ак -Барс ""
Площадь 54.6 м2. ПСО. Тех паспорт есть
","""42.8614""","""74.5917""",https://www.house.kg/details/50829055fe57090bef750-55635798
"3-комн. кв., 122 м2","Бишкек, Асанбай м-н, ул. Сухэ-Батора / А. Токомбаева",$ 180 000,15 264 000 сом,$ 1 475/м2,125 115 сом/м2,Добавлено 5 месяцев назад,Поднято 17 часов назад,899,от агента,"монолитный, 2019 г.",12 этаж из 14,,122 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,3 м.,,,,,,"""42.8187""","""74.6134""",https://www.house.kg/details/32327585f8410b567fb73-45135489
"Участок, 7.2 соток","Бишкек, Арча-Бешик ж/м, дабан 21/с ак куу",$ 55 000,4 664 000 сом,,,Добавлено 1 месяц назад,Поднято 17 часов назад,404,от собственника,,,,,7.2 соток,,,,,,,,,,,в городе,,,,,,,,,,,,,,"

                                    Описание от продавца                            
продаю участок с времянкой,рядом строится школа есть стадион с детской площадкой, 20 минут до ошского базара, конечная 202 маршрутки.торг есть.
","""42.8398""","""74.5372""",https://www.house.kg/details/385281760220f12980f20-86252242
"3-комн. кв., 81 м2","Бишкек, VEFA, Тыныстанова/Медерова",$ 70 000,5 936 000 сом,$ 864/м2,73 284 сом/м2,Добавлено 1 месяц назад,Поднято 18 часов назад,225,от собственника,"кирпичный, 2000 г.",2 этаж из 6,,"81 м2, кухня: 15 м2",,индивид. планировка,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,гараж,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             охрана,                                             кодовый замок",частично меблирована,ламинат,280 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
Срочно! Отл 3к.кв Медер/Тыныст. S-81м. новый кирп. дом. 2000г. эт 2/6, 2 лоджии, не угл, евроремонт, мебель, гараж, тихий экол. центр Первом.р-н. Все центральные коммуникации.    Большой  закрытый тихий двор-сад, ворота автомат, охрана, спорт. и детская площадки, парковка + гараж.  Рядом ВЭФА, Фаиза, АУЦА колледж. 
    тел.0555298803
","""42.8543""","""74.6077""",https://www.house.kg/details/6241536602a4ba0906e07-98331045
"Коммерческая недвижимость, 365 м2","Бишкек, Арча-Бешик ж/м, шералиева 36/495/18я улица",$ 110 000,9 328 000 сом,$ 301/м2,25 556 сом/м2,Добавлено 9 месяцев назад,Поднято 18 часов назад,696,от собственника,"кирпичный, 2018 г.",,2,365 м2,6 соток,,на твердом топливе,хорошее,есть,adsl,,,,,,,,,,,,,,,2.7 м.,,,есть,,"

                                    Описание от продавца                            
ПРОДАЮ действующий бизнес в ж/м Арчабешике,10кв+общественная баня на 40чел вынуждены отдать дёшево цена 100000$ Общий квадрат 500м2, если даже посчитать по 250$ за квадрат, то получится 125000$ + участок 6 соток. Сам бизнес ежемесячно приносит 100000сомов минимум,  а максимум ещё больше. Квартиры по 5000сом ежемесячно,  это уже 50000сомов + баня 100000сомов ежемесячно чистый прибыль. Срочно нужны деньги 0702266942
","""42.8158""","""74.5564""",https://www.house.kg/details/44552405efca81dc9ddc1-96670452
"Дом, 5-комн., 65.4 м2","Бишкек, Ак-Орго ж/м, Молдо-Нияз 21/Лущихина",$ 55 000,4 664 000 сом,$ 841/м2,71 315 сом/м2,Добавлено 1 год назад,Поднято 18 часов назад,1757,от собственника,"другое, 1992 г.",,1,65.4 м2,5 соток,,,хорошее,есть,adsl,,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,пустая,,2.7 м.,"сад,                                             навес,                                             3 фазы",нет,есть,обмен не предлагать,,"""42.86""","""74.5137""",https://www.house.kg/details/81463215e53e418b74dc9-58670804
"Дом, 6 и более комнат, 500 м2","Бишкек, Ак-Орго ж/м, Камбаркан 17/Лущихина",$ 75 000,6 360 000 сом,$ 150/м2,12 720 сом/м2,Добавлено 8 дней назад,Поднято 18 часов назад,69,от собственника,"кирпичный, 2010 г.",,2,500 м2,5 соток,,,,,,,,,,,,центральная,,есть,возможно подключение,,,,,,баня,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Дом находится в ж/м Ак-Орго от улицы Лущухина 5 метров. ВСЕ ВОПРОСЫ ПО ТЕЛ: 0708313219, 0556210321, 0509586677
","""42.858""","""74.5152""",https://www.house.kg/details/74301026051d147b3ba92-78246598
"Дом, 4-комн., 110 м2","Бишкек, Элебесова",$ 53 000,4 494 400 сом,$ 482/м2,40 858 сом/м2,Добавлено 2 месяца назад,Поднято 19 часов назад,650,от собственника,"кирпичный, 2002 г.",,1,"110 м2, жилая: 80 м2, кухня: 15 м2",4 соток,,смешанное,хорошее,есть,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,"решетки на окнах,                                             домофон,                                             видеодомофон,                                             сигнализация,                                             видеонаблюдение",пустая,дерево,3 м.,,,,,"

                                    Описание от продавца                            
Продается большой,  капитальный дом,   в Бишкеке.  Кирпичный,  с удобствами, недалеко от центра. 
Не дорого.
 ГАЗ,  3- ФАЗы,   КАНАЛИЗАЦИЯ ЦЕНТРАЛЬНАЯ.
Высокие потолки, большие металло-пластиковые окна.
Три спальни, один большой зал, на 25 кв. м., большая кухня, прихожая, большой тамбур,  большой сан.узел ( новая чугуная ванна, умывальник, унитаз, аристон, вывод под стир. машинку, окно, вентиляция.).
Двор с хоз.постройками кирпичными более 120 м.кв., навесами, полисадником.
Есть место для машин, во дворе.
Рядом ШКОЛА, магазыны, остановка. 
#  Капитальный дом в городе, не дорого.
#  Дом с удобствами, недалеко от центра.
# Дом кирпичный с газом, трехфазкой, центральной канализацией, не дорого, не далеко от центра.
# Дом в комфортном, экологически чистом районе.
","""42.9068""","""74.6126""",https://www.house.kg/details/423313660216a2c819919-49099134
"2-комн. кв., 46.1 м2","Бишкек, 5 м-н, 5-й микрорайон, 45",$ 35 000,2 968 000 сом,$ 759/м2,64 382 сом/м2,Добавлено 20 часов назад,,31,от агента,"панельный, 1975 г.",1 этаж из 4,,"46.1 м2, жилая: 9.7 м2",,104 серия,,,,,,,,,,,,,,,,,,,2.75 м.,,,есть,,"

                                    Описание от продавца                            
Все необходимое рядом: магазины, супермаркеты, аптеки, школы и дошкольные учреждения, остановки общественного транспорта. Прекрасный вариант для молодых семей. Бесплатное и полное юридическое сопровождение покупки.  Плюс квартиры – относительно небольшая цена и огромный простор для фантазии дизайнера или самого владельца! Квартира небольшая, - очень уютная, аккуратная и экономична в содержании. Из окон видна придомовая парковка и детская площадка. Минимум мебели и максимум простора для ваших идей. В прихожей есть кладовка, Вы можете использовать её под гардеробную, хранить там одежду не по сезону, заготовки или оставлять велосипед  Отличная транспортная развязка.  Соседи хорошие. Квартира на первом этаже – это возможность контролировать гуляющего во дворе ребенка или приглядывать за припаркованным авто.  
 Доп. описание: санузел совмещенный, плита газовая, деревянные окна, в доме есть: детская площадка, открытый двор, наземный паркинг, без лифта, , частичный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, кухонный гарнитур Номер в базе: 5625750. Район: Октябрьский район
","""42.8312""","""74.6226""",https://www.house.kg/details/4046387605baef9dc4f02-76673009
"2-комн. кв., 43 м2","Бишкек, Старый аэропорт, Шото-Руставели/Ахунбаева",$ 38 000,3 222 400 сом,$ 884/м2,74 940 сом/м2,Добавлено 1 день назад,Поднято 21 час назад,36,от собственника,кирпичный,3 этаж из 3,,43 м2,,104 серия улучшенная,центральное,хорошее,есть,проводной,совмещенный,балкон,бронированная,,,,,,,магистральный,,домофон,полностью меблирована,дерево,,,,,,,"""42.8401""","""74.5834""",https://www.house.kg/details/8922753605b24dbb82017-83013554
"3-комн. кв., 64 м2","Бишкек, 5 м-н, Набережная 12/Донецкая",$ 50 000,4 240 000 сом,$ 781/м2,66 250 сом/м2,Добавлено 4 месяца назад,Поднято 22 часа назад,530,от собственника,монолитный,3 этаж из 4,,64 м2,,104 серия,,хорошее,есть,проводной,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             решетки на окнах,                                             кодовый замок",полностью меблирована,линолеум,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",,,,"

                                    Описание от продавца                            
Продаю трёхкомнатную квартиру 104-я серия, 
5 мкр 3 этаж не угловая,
✅Солнечная сторона,
✅Во дворе автопаркинг,
✅ Ботанический сад
✅Тёплое,благоприятная Аура,
✅Большой Застекленный утеплённый лодж,
✅Очень хорошем состоянии, 
✅наружный бронированный дверь,
✅турецкий пластиковые окна
✅+ кухонные посуды+Мебель + Бытовая техника,
✅два кондиционера два телевизора
✅два холодильника пылесос,
✅Газ плита, микроволновка,
✅Стиральная машина,
✅Квартира  распалагается набережная донецкая, 
✅Все шаговой доступность, 
✅Рядом имеется детский сад, школа,
✅Салон красоты,больница ,заправка, ✅Аптека,автомойка , мечеть
✅спортивный комплекс,ортасайский базар ,
✅ кафешки султан, Кавказский дворик и дргугий 
✅не далеко от дома парки,
✅Бетта сторис, космо парк
✅хорошая тронспартная развязка.
✅очень дружелюбные соседи, Чистый подъезд!!
","""42.8351""","""74.6292""",https://www.house.kg/details/78758365fae7f0d309cc8-47513126
"Дом, 6 и более комнат, 170 м2","Бишкек, 6 м-н, каралаева 58/сухе-батора",$ 250 000,21 200 000 сом,$ 1 471/м2,124 706 сом/м2,Добавлено 18 дней назад,Поднято 22 часа назад,311,от собственника,"кирпичный, 2013 г.",,2,170 м2,1 соток,,на газе,евроремонт,нет,проводной,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,"охрана,                                             видеонаблюдение,                                             консьерж",полностью меблирована,ламинат,3 м.,"сад,                                             навес,                                             веранда,                                             3 фазы",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Уютный двухэтажный таунхаус  с мебелью и техникой ждет своих новых хозяев. Жилая площадь 170м2 + терраса 20 м2 + крытая парковка + парковочное место перед домом и своя территория 100м2 с вечнозелеными туями, газоном и зоной для барбекю. 

Расположение: Ухоженный тихий городок на набережной вдоль ботанического сада, рядом с 6 микрорайоном г. Бишкек. В городке есть детская площадка, камеры + охранники, дежурящие 24/7 – которые не впустят непрошенных гостей и не выпустят детей за территорию. 

Дом 2013 года постройки: стены 50см кирпича (керамика) + утеплитель, энергосберегающие алюминиевые окна с тройным стеклопакетом (идеальная шумоизоляция), деревянные подоконники, утепленная крыша не дадут Вам замерзнуть зимой и удержат прохладу летом. 

Центральные коммуникации + независимое отопление: газовый котел + запасной электрический + 4 кондиционера. Первый этаж – теплый пол, второй этаж - батареи. В самые морозные месяцы не более 6,5 тысяч сом на отопление. Свежий ремонт 2019 года - фото соответствуют действительности.

КОМНАТЫ: Гостиная, кухня, родительская спальня, 2 детские комнаты, кабинет-гостевая, гардеробная, 3 сан-узла, прачечная, кладовая, большое чердачное помещение под хранение всего на свете (либо можно переоборудовать под мансардный этаж).

ТЕХНИКА: большой холодильник BOSH, микроволновка, духовой шкаф, варочная панель (индукция) Sansung, встроенный в раковину измельчитель отходов, аристон, стиральная машина, телевизор с акнет тв, wifi (router microtic + 3 точки доступа и лан по всем комнатам), пурифайер (фильтр воды с функциями подогрева и охлаждения воды).

Прямо за забором речка и ботанический сад. В пешей доступности общественный транспорт, Ортосайский рынок, Бета сторес - 2, детские сады, 3 школы. Много продуктовых магазинов, аптек и кафе.
","""42.8287""","""74.632""",https://www.house.kg/details/6292490604529fc2399c6-60815285
"Дом, 6 и более комнат, 170 м2","Бишкек, 6 м-н, каралаева 58/сухе-батора",$ 250 000,21 200 000 сом,$ 1 471/м2,124 706 сом/м2,Добавлено 18 дней назад,Поднято 22 часа назад,313,от собственника,"кирпичный, 2013 г.",,2,170 м2,1 соток,,на газе,евроремонт,нет,проводной,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,"охрана,                                             видеонаблюдение,                                             консьерж",полностью меблирована,ламинат,3 м.,"сад,                                             навес,                                             веранда,                                             3 фазы",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Уютный двухэтажный таунхаус  с мебелью и техникой ждет своих новых хозяев. Жилая площадь 170м2 + терраса 20 м2 + крытая парковка + парковочное место перед домом и своя территория 100м2 с вечнозелеными туями, газоном и зоной для барбекю. 

Расположение: Ухоженный тихий городок на набережной вдоль ботанического сада, рядом с 6 микрорайоном г. Бишкек. В городке есть детская площадка, камеры + охранники, дежурящие 24/7 – которые не впустят непрошенных гостей и не выпустят детей за территорию. 

Дом 2013 года постройки: стены 50см кирпича (керамика) + утеплитель, энергосберегающие алюминиевые окна с тройным стеклопакетом (идеальная шумоизоляция), деревянные подоконники, утепленная крыша не дадут Вам замерзнуть зимой и удержат прохладу летом. 

Центральные коммуникации + независимое отопление: газовый котел + запасной электрический + 4 кондиционера. Первый этаж – теплый пол, второй этаж - батареи. В самые морозные месяцы не более 6,5 тысяч сом на отопление. Свежий ремонт 2019 года - фото соответствуют действительности.

КОМНАТЫ: Гостиная, кухня, родительская спальня, 2 детские комнаты, кабинет-гостевая, гардеробная, 3 сан-узла, прачечная, кладовая, большое чердачное помещение под хранение всего на свете (либо можно переоборудовать под мансардный этаж).

ТЕХНИКА: большой холодильник BOSH, микроволновка, духовой шкаф, варочная панель (индукция) Sansung, встроенный в раковину измельчитель отходов, аристон, стиральная машина, телевизор с акнет тв, wifi (router microtic + 3 точки доступа и лан по всем комнатам), пурифайер (фильтр воды с функциями подогрева и охлаждения воды).

Прямо за забором речка и ботанический сад. В пешей доступности общественный транспорт, Ортосайский рынок, Бета сторес - 2, детские сады, 3 школы. Много продуктовых магазинов, аптек и кафе.
","""42.8287""","""74.632""",https://www.house.kg/details/6292490604529fc2399c6-60815285
"2-комн. кв., 49 м2","Бишкек, 6 м-н, 6 2/юнусалиева",$ 39 500,3 349 600 сом,$ 806/м2,68 359 сом/м2,Добавлено 17 дней назад,Поднято 22 часа назад,205,от собственника,панельный,4 этаж из 4,,49 м2,,104 серия улучшенная,центральное,хорошее,возможно подключение,проводной,совмещенный,лоджия,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон",полностью меблирована,линолеум,2.6 м.,"пластиковые окна,                                             улучшенная,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 2 ком. квартиру  с мебелью и техникой в 6 микрорайоне (ориентир базарчик, карла-маркса - сухэ-батора)

Квартира 4/4 этаж, с большой лоджией с отоплением.

Квартира полностью меблирована (+ТВ, wifi, кондиционер, газ плита, холодильник, аристон, стиральная машина).
Квартира очень теплая зимой, комнаты отделены друг от друга. Везде счетчики: вода. электричество, газ

Двор тихий, район очень зеленый, базарчик в минуте от дома, бета-2 - 5 минут, школы, детсады и поликлиники в пешей доступности.
","""42.8257""","""74.6247""",https://www.house.kg/details/71804826045f30067c093-04843977
"3-комн. кв., 63 м2","Бишкек, Аламединский рынок",$ 47 300,4 011 040 сом,$ 751/м2,63 667 сом/м2,Добавлено 23 часа назад,,21,от собственника,панельный,8 этаж из 9,,63 м2,,105 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
⚡⚡⚡Срочно Продаю 3 комн квартиру в Аламедине плюс сушилка. 105 серия . 63 м2. Дом 20. Этаж 8  из 9. Хорошее состояние. Частично мебель. Две большие застекленные Лоджии. Холодильник, стиральная машина и кондиционер есть. Цена 47300$. 
в.р зарина
","""42.8878""","""74.6417""",https://www.house.kg/details/2841050605b8b5bcd6143-88244331
"1-комн. кв., 32 м2","Бишкек, 5 м-н, Миррахимова",$ 31 500,2 671 200 сом,$ 984/м2,83 475 сом/м2,Добавлено 27 дней назад,Поднято 23 часа назад,220,от собственника,панельный,3 этаж из 4,,"32 м2, жилая: 18 м2, кухня: 6 м2",,104 серия,центральное,среднее,,проводной,совмещенный,лоджия,металлическая,,,,,,,магистральный,,,,линолеум,,,,,,"

                                    Описание от продавца                            
Продам 1 комнатную квартиру,в хорошем районе,в шаговой доступности Бета 2, Космопарк и Ортосайский рынок.  состояние среднее,квартира не угловая.  в квартире остаётся некоторая мебель и техника.
","""42.8332""","""74.6229""",https://www.house.kg/details/915725960392e10097e65-48481961
"Дом, 4-комн., 60 м2","Бишкек, Щербакова ж/м, Ушакова/Исанова",$ 45 000,3 816 000 сом,$ 750/м2,63 600 сом/м2,Добавлено 3 дня назад,Поднято 23 часа назад,69,от собственника,другое,,1,60 м2,5 соток,,на газе,требует ремонта,есть,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,видеонаблюдение,частично меблирована,линолеум,,"пластиковые окна,                                             баня,                                             сад,                                             хозпостройки,                                             навес,                                             3 фазы",,,обмен не предлагать,"

                                    Описание от продавца                            
продам дом. в хорошем районе!
","""42.8962""","""74.5916""",https://www.house.kg/details/41087766058beb20351f0-61154935
"1-комн. кв., 48 м2","Бишкек, Тунгуч м-н",$ 29 300,2 484 640 сом,$ 610/м2,51 763 сом/м2,Добавлено 23 часа назад,,23,от собственника,кирпичный,5 этаж из 8,,48 м2,,108 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 ком кВ 48 м2 
Псо все коммуникации центральные 
Тех паспорт, Элит хаус 
5 из 8 кирпичный 
Тунгуч 
29300$
в.р 312 Азамат
","""42.8539""","""74.6864""",https://www.house.kg/details/5665241605b89d823da71-10854651
"2-комн. кв., 50 м2","Бишкек, ул. Акылбекова, 66/2",$ 42 500,3 604 000 сом,$ 850/м2,72 080 сом/м2,Добавлено 23 часа назад,,70,от собственника,"монолитный, 2019 г.",2 этаж из 10,,50 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
⚡⚡⚡Продаю 2 комн квартиру с Евро ремонтом в элитном доме в восточной части города.
Ориентир Чуй/Алматинка
ЖК «Тихий уголок 2»
Застройщик «Сталь Монтаж»
50 м2
2/10
Все центральные коммуникации, включая отопление
Дом сданный в эксплуатацию
Заселенный 
Лифт и отопление работает
Широкая транспортная развязка.
Возле дома школа и детский садик, рядом «Глобус», «Фрунзе», рядом университеты
Цена: 42500$. Телефон в.р зарина
","""42.8768""","""74.6479""",https://www.house.kg/details/4687513605b883b1edbc0-68113549
"3-комн. кв., 62 м2","Бишкек, Асанбай м-н",$ 52 500,4 452 000 сом,$ 847/м2,71 806 сом/м2,Добавлено 23 часа назад,,22,от собственника,панельный,1 этаж из 5,,62 м2,,105 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3 ком кВ 105 серии 
Норм. Состояние 
Асанбай дом 41 
1 этаж из 5 не угловая 
Очень тёплая 
52500$
в.р 312 azamat
","""42.8189""","""74.6239""",https://www.house.kg/details/5306423605b86a6852989-24022327
"Коммерческая недвижимость, 47 м2","Бишкек, Верхний Джал м-н",$ 36 500,3 095 200 сом,$ 777/м2,65 855 сом/м2,Добавлено 23 часа назад,,31,от собственника,панельный,,9,47 м2,,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продается ПОМЕЩЕНИЕ 47 КВ М. 

СРЕДНИЙ ДЖАЛ ТЫНАЛИЕВА .

🟣Можно ипотеку через банк.

🟣тех паспорт на руках

🟣Отопление горячая вода центральное 

🟣НЕ ПОДВАЛ , ЦОКОЛЬ  

🟣Густонаселенный район, 
БОЛЕЕ 850 КВАРТИР ЧИСЛЕННОСТЬ БОЛЕЕ 2500 ЧЕЛОВЕК В ОДНОМ КОМПЛЕКСЕ .

🟣Уже заселены 440квартир

🟣По улице Тыналиева  

🟣На территории комплекса уже построены многоэтажные элитки, 10 домов по 16 этажей, клиентов будет предостаточно, это тоже БОЛЬШОЙ ПЛЮС на будующее. 

🔥Звоните Срочная продажа!!!

Цена 3️⃣6️⃣5⃣0️⃣0️⃣$
в.р kup dom
","""42.8354""","""74.5662""",https://www.house.kg/details/3849536605b83a956a4b7-92890937
"3-комн. кв., 58 м2","Бишкек, пр.Чуй 174/Турусбекова",$ 55 000,4 664 000 сом,$ 948/м2,80 414 сом/м2,Добавлено 2 месяца назад,Поднято 23 часа назад,236,от собственника,кирпичный,4 этаж из 5,,58 м2,,104 серия улучшенная,центральное,хорошее,есть,adsl,раздельный,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             кодовый замок",полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
Заезжай и живи!
","""42.8767""","""74.583""",https://www.house.kg/details/1416883601ab7c0880da9-81152290
