,Общая площадь,Долгота,Состояние,Широта,Количество комнат,Количество просмотров,Всего этажей,Серия,Этаж,Длина описания,Год постройки,Высота потолков,Мебель,Возможность обмена,Отопление,Тип предложения,Санузел,кондиционер
4779,65.0,74.5875,1510,42.8677,3.0,1829,5.0,1189,5.0,691,1979.0,-999.0,716,3843,4104,3143,1229,1
4780,127.0,74.5904,1510,42.88,3.0,88,11.0,2728,5.0,3,-999.0,-999.0,3131,3843,4104,3143,1775,1
4781,64.0,74.5609,1372,42.8826,2.0,145,6.0,2728,6.0,262,2018.0,2.8,1148,3843,272,3143,1229,0
4782,118.0,74.5812,1510,42.8756,3.0,694,10.0,1189,10.0,682,-999.0,-999.0,716,721,4104,2623,1775,0
4783,46.0,74.6322,1257,42.8701,2.0,66,9.0,311,1.0,215,2013.0,-999.0,3131,3843,4104,3143,2341,0
4784,47.0,74.5765,1510,42.8428,1.0,341,10.0,2728,8.0,196,2016.0,3.0,3131,12,4104,3143,1229,0
4785,58.0,74.6272,1510,42.8301,3.0,77,4.0,374,4.0,349,-999.0,2.5,1148,3843,4104,2623,1229,0
4786,52.0,74.624,338,42.8666,2.0,160,9.0,311,4.0,303,-999.0,-999.0,3131,3843,4104,3143,1775,0
4787,125.0,74.6128,1372,42.8239,4.0,957,12.0,2728,11.0,742,2017.0,3.0,1148,909,277,3143,409,0
4788,31.0,74.5802,1372,42.8875,2.0,280,3.0,1189,2.0,146,2020.0,-999.0,3131,3843,272,3143,1229,0
4789,17.0,74.6098,338,42.849,1.0,249,5.0,74,2.0,176,1978.0,-999.0,3131,721,861,3143,12,0
4790,95.0,74.5748,1510,42.8693,3.0,130,9.0,473,4.0,419,-999.0,-999.0,3131,3843,4104,3143,2341,0
4791,72.0,74.5633,1372,42.8346,2.0,91,10.0,2728,6.0,385,2008.0,3.0,3131,3843,4104,2623,2341,0
4792,17.0,74.5652,338,42.8761,1.0,49,5.0,74,1.0,163,-999.0,-999.0,716,909,4104,3143,2341,0
4793,45.0,74.5857,338,42.8713,2.0,90,5.0,374,5.0,421,-999.0,-999.0,3131,909,4104,3143,1229,0
4794,45.0,74.5555,1257,42.8525,1.0,63,9.0,208,2.0,1098,2019.0,2.8,3131,3843,272,2623,2341,0
4795,50.0,74.5845,1372,42.8682,2.0,95,15.0,2728,8.0,3,2019.0,3.2,3131,3843,4104,3143,1229,0
4796,44.0,74.5266,1257,42.8375,2.0,66,6.0,2728,2.0,588,2021.0,-999.0,3131,3843,4104,2623,2341,0
4797,15.0,74.5844,1510,42.8507,1.0,101,5.0,1189,5.0,600,-999.0,-999.0,3131,3843,4104,2623,2341,0
4798,55.0,74.5825,1372,42.823,2.0,225,4.0,2728,2.0,186,2020.0,3.0,771,90,220,3143,1229,0
4799,49.0,74.6301,1372,42.8285,1.0,151,9.0,208,7.0,147,1993.0,2.8,1148,90,4104,3143,1229,0
4800,72.0,74.5747,194,42.8365,3.0,142,9.0,311,7.0,604,-999.0,-999.0,3131,3843,4104,2623,1775,0
4801,48.0,74.6368,1510,42.8723,2.0,72,5.0,311,5.0,584,1966.0,3.0,716,721,4104,2623,1775,1
4802,57.0,74.6437,939,42.8391,2.0,286,9.0,2728,8.0,603,-999.0,3.0,3131,3843,4104,3143,1775,0
4803,38.0,74.5667,939,42.8796,1.0,490,12.0,2728,11.0,487,2020.0,3.0,3131,3843,4104,3143,2341,0
4804,225.0,74.5838,1372,42.8793,6.0,67,11.0,36,10.0,771,2017.0,2.93,771,909,4104,3143,409,1
4805,55.0,74.675,1510,42.8707,2.0,1482,10.0,2728,3.0,513,2014.0,2.8,1148,721,4104,3143,1229,0
4806,90.5,74.5913,1372,42.847,3.0,296,9.0,2728,2.0,612,-999.0,-999.0,1148,721,4104,3143,409,0
4807,165.0,74.6145,939,42.8222,4.0,347,15.0,2728,12.0,1598,-999.0,3.3,716,3843,4104,3143,409,0
4808,54.0,74.5982,1372,42.8681,2.0,515,11.0,2728,10.0,261,2018.0,3.0,716,3843,4104,2623,1229,0
4809,66.0,74.6412,1372,42.8754,3.0,483,5.0,1189,2.0,3,-999.0,2.65,716,909,4104,3143,1775,1
4810,81.0,74.5976,1510,42.8697,3.0,109,3.0,56,3.0,630,1958.0,3.1,1148,721,4104,3143,1775,1
4811,48.0,74.6188,1372,42.8805,2.0,176,5.0,374,5.0,1105,-999.0,2.0,771,3843,4104,3143,1229,0
4812,19.0,74.6277,1510,42.8348,1.0,67,5.0,1189,3.0,3,-999.0,-999.0,771,3843,861,3143,2341,0
4813,300.0,74.593,1257,42.8774,6.0,1146,9.0,2728,9.0,367,-999.0,-999.0,3131,3843,861,2623,2341,0
4814,41.0,74.6327,939,42.8696,1.0,165,10.0,2728,6.0,415,-999.0,3.0,3131,3843,4104,3143,1229,0
4815,38.0,74.6891,1257,42.854,1.0,97,9.0,473,4.0,3,-999.0,-999.0,3131,3843,4104,3143,2341,0
4816,110.0,74.5927,939,42.8739,3.0,92,10.0,2728,5.0,149,-999.0,3.0,3131,3843,4104,3143,409,0
4817,30.0,74.5674,1257,42.8837,2.0,130,2.0,1189,2.0,341,-999.0,-999.0,3131,3843,861,2623,2341,0
4818,58.0,74.6062,1257,42.8302,3.0,555,4.0,374,2.0,280,-999.0,-999.0,3131,3843,4104,3143,2341,0
4819,91.3,74.5995,1372,42.8405,3.0,116,10.0,2728,8.0,321,-999.0,3.0,3131,3843,4104,2623,2341,0
4820,60.0,74.5939,1257,42.8656,2.0,108,10.0,2728,3.0,135,-999.0,3.0,3131,721,4104,3143,2341,0
4821,184.0,74.5837,1372,42.8302,4.0,156,10.0,2728,8.0,919,-999.0,-999.0,771,721,220,2623,409,1
4822,160.0,74.6182,1257,42.8308,4.0,129,9.0,2728,6.0,280,-999.0,-999.0,3131,3843,4104,2623,2341,0
4823,40.0,74.6942,1257,42.8759,1.0,97,11.0,2728,11.0,269,-999.0,-999.0,3131,3843,4104,2623,2341,0
4824,58.0,74.6149,1257,42.8759,3.0,88,5.0,374,5.0,960,-999.0,-999.0,3131,3843,861,2623,2341,0
4825,160.0,74.6116,1257,42.8696,4.0,72,9.0,1189,8.0,861,-999.0,-999.0,3131,3843,4104,3143,2341,0
4826,85.0,74.6101,1257,42.8569,4.0,101,9.0,473,4.0,1016,-999.0,-999.0,3131,3843,4104,3143,2341,0
4827,85.0,74.5325,1510,42.888,3.0,143,3.0,1189,2.0,2873,-999.0,3.0,3131,3843,277,3143,1229,0
4828,50.0,74.6374,1257,42.8751,2.0,90,5.0,1189,2.0,941,-999.0,-999.0,3131,3843,861,2623,2341,0
4829,68.0,74.5884,1257,42.8717,3.0,108,9.0,1189,6.0,155,-999.0,-999.0,3131,3843,861,2623,2341,0
4830,57.0,74.6438,1372,42.8401,2.0,196,9.0,2728,3.0,294,2020.0,3.0,716,3843,4104,2623,1775,0
4831,57.0,74.6338,1257,42.8445,2.0,101,9.0,2728,5.0,355,-999.0,-999.0,3131,3843,861,2623,2341,0
4832,185.0,74.6261,1257,42.8396,4.0,385,10.0,2728,9.0,511,-999.0,-999.0,3131,3843,861,3143,2341,0
4833,114.0,74.6348,1372,42.8159,3.0,123,9.0,2728,6.0,1088,2012.0,3.0,716,721,4104,3143,409,1
4834,112.0,74.6251,1372,42.8178,3.0,115,10.0,2728,8.0,1567,2015.0,3.0,771,3843,4104,2623,409,1
4835,109.0,74.6122,1372,42.8201,3.0,193,10.0,2728,5.0,1222,2017.0,3.0,716,3843,4104,2623,409,0
4836,60.0,74.5942,1372,42.8743,2.0,103,13.0,2728,12.0,492,2018.0,3.0,1148,909,4104,2623,2341,0
4837,63.0,74.5883,1257,42.8626,2.0,91,12.0,2728,8.0,3,2019.0,3.0,3131,3843,4104,3143,2341,0
4838,58.0,74.6083,1510,42.8316,3.0,300,4.0,374,1.0,268,1969.0,-999.0,771,909,4104,2623,1229,0
4839,67.0,74.6451,939,42.8123,2.0,109,9.0,208,9.0,459,-999.0,3.0,716,3843,272,2623,1775,0
4840,62.0,74.5199,338,42.8824,3.0,97,3.0,473,2.0,3,-999.0,-999.0,3131,3843,4104,3143,1775,0
4841,55.0,74.6912,1510,42.8762,2.0,882,5.0,51,5.0,478,-999.0,-999.0,1148,909,4104,3143,1229,1
4842,43.0,74.5449,1510,42.8583,2.0,151,3.0,1189,3.0,192,1960.0,-999.0,716,909,220,3143,1229,0
4843,49.0,74.6001,1372,42.8665,2.0,86,4.0,374,1.0,176,-999.0,-999.0,771,721,4104,3143,1229,1
4844,72.0,74.6357,1510,42.8424,3.0,114,9.0,311,9.0,1122,-999.0,-999.0,771,3843,4104,2623,1775,1
4845,87.0,74.6002,1372,42.8822,3.0,851,13.0,2728,7.0,512,-999.0,3.2,771,3843,4104,3143,409,0
4846,45.0,74.5731,338,42.8691,2.0,85,5.0,51,3.0,1072,1979.0,2.8,771,3843,4104,2623,1229,1
4847,34.0,74.5892,1510,42.8062,1.0,212,9.0,1189,7.0,693,-999.0,-999.0,3131,3843,4104,2623,2341,0
4848,54.0,74.5425,1510,42.8505,2.0,119,5.0,1189,3.0,121,1961.0,-999.0,1148,721,4104,3143,1775,0
4849,57.0,74.6239,194,42.8662,2.0,156,9.0,311,4.0,258,-999.0,1.0,716,3843,861,2623,1775,0
4850,105.0,74.592,1372,42.8712,3.0,125,15.0,2728,13.0,1278,2015.0,3.0,3131,3843,4104,2623,409,1
4851,44.0,74.5982,1257,42.8431,2.0,121,4.0,161,4.0,353,-999.0,-999.0,3131,3843,861,2623,2341,0
4852,75.0,74.6628,1510,42.8849,4.0,77,5.0,473,3.0,262,-999.0,-999.0,771,3843,4104,2623,2341,0
4853,60.0,74.5871,1257,42.8408,3.0,220,8.0,2728,2.0,289,2017.0,3.0,771,909,220,3143,409,0
4854,174.5,74.5855,1372,42.8375,5.0,166,5.0,2728,4.0,517,2017.0,-999.0,771,3843,861,3143,2341,0
4855,30.0,74.6205,1510,42.8278,1.0,190,12.0,1189,1.0,811,1999.0,3.0,3131,3843,4104,3143,1229,0
4856,200.0,74.6195,1372,42.8372,4.0,80,9.0,2728,8.0,3,-999.0,3.0,771,3843,861,3143,409,0
4857,125.0,74.6255,1372,42.856,5.0,541,9.0,473,7.0,462,-999.0,-999.0,3131,3843,4104,3143,1775,0
4858,45.0,74.6013,1510,42.8829,2.0,308,5.0,1189,1.0,929,1975.0,2.6,771,909,4104,3143,1775,0
4859,156.0,74.6077,1372,42.8652,3.0,445,7.0,1189,6.0,618,2006.0,-999.0,771,909,4104,2623,409,1
4860,187.0,74.5945,1372,42.871,4.0,461,7.0,2728,1.0,536,2006.0,2.8,771,721,4104,2623,409,1
4861,32.0,74.6283,1510,42.8304,1.0,679,4.0,374,3.0,192,1970.0,2.6,716,3843,4104,3143,1229,0
4862,65.0,74.5968,1510,42.882,3.0,578,5.0,1189,4.0,1157,1970.0,2.8,1148,909,4104,3143,1775,0
4863,90.0,74.6365,1372,42.8758,3.0,85,14.0,2728,14.0,268,-999.0,3.0,3131,3843,4104,2623,2341,0
4864,46.0,74.6275,338,42.8403,2.0,246,4.0,374,2.0,272,-999.0,-999.0,3131,3843,4104,3143,2341,0
4865,200.0,74.6014,1372,42.8722,5.0,178,10.0,2728,5.0,338,-999.0,-999.0,771,721,4104,3143,2341,0
4866,82.6,74.6162,1257,42.8188,2.0,226,8.0,2728,3.0,294,-999.0,3.0,3131,3843,4104,3143,2341,0
4867,165.0,74.6095,1372,42.8499,4.0,664,10.0,2728,3.0,391,-999.0,-999.0,771,3843,4104,2623,409,0
4868,46.4,74.5907,939,42.8805,1.0,304,12.0,2728,11.0,291,2019.0,3.0,3131,3843,861,3143,2341,0
4869,52.0,74.6389,1372,42.8153,2.0,139,9.0,311,8.0,154,1990.0,2.8,1148,909,4104,3143,1775,1
4870,81.0,74.6122,939,42.8212,3.0,124,12.0,2728,2.0,648,2021.0,3.0,3131,909,220,3143,2341,0
4871,16.0,74.6606,1257,42.8778,1.0,185,5.0,1189,2.0,329,-999.0,-999.0,3131,3843,861,2623,2341,0
4872,75.0,74.5828,939,42.836,2.0,168,13.0,2728,8.0,729,2019.0,3.2,716,190,4104,2623,409,0
4873,74.0,74.5681,1372,42.8311,2.0,230,12.0,2728,9.0,414,2019.0,3.2,1148,3843,4104,3143,1775,0
4874,40.0,74.6148,1510,42.848,1.0,285,9.0,208,2.0,628,-999.0,-999.0,3131,3843,4104,3143,2341,0
4875,80.0,74.6038,38,42.8193,3.0,101,10.0,2728,2.0,474,2022.0,3.0,3131,721,272,3143,1775,0
4876,43.7,74.5883,1257,42.8626,-999.0,124,12.0,2728,8.0,3,-999.0,3.0,3131,3843,861,2623,2341,0
4877,77.0,74.5924,1372,42.865,2.0,199,10.0,2728,10.0,343,2016.0,3.0,1148,3843,4104,2623,1775,0
4878,85.0,74.5379,1510,42.8846,3.0,298,3.0,374,2.0,3,-999.0,-999.0,1148,721,277,3143,1229,0
4879,93.0,74.6106,1372,42.8597,4.0,204,10.0,473,4.0,1015,-999.0,-999.0,1148,721,4104,3143,1775,0
4880,50.0,74.6152,1510,42.8754,2.0,188,5.0,1189,2.0,935,-999.0,-999.0,1148,721,4104,3143,1775,0
4881,73.0,74.5644,1372,42.842,2.0,270,7.0,2728,3.0,1054,-999.0,-999.0,771,3843,4104,3143,1775,0
4882,32.0,74.6277,194,42.8352,1.0,628,5.0,1189,4.0,596,1981.0,2.65,716,909,4104,3143,1229,0
4883,72.0,74.6322,1372,42.8249,2.0,166,11.0,2728,10.0,484,2018.0,3.0,1148,721,4104,3143,1775,1
4884,45.0,74.6207,1510,42.8232,2.0,154,4.0,374,1.0,128,-999.0,-999.0,3131,3843,4104,3143,2341,0
4885,77.0,74.6204,939,42.8804,2.0,112,14.0,2728,7.0,3,2021.0,3.0,3131,3843,4104,3143,409,0
4886,58.0,74.5769,1510,42.8694,3.0,178,5.0,374,5.0,147,-999.0,-999.0,3131,3843,4104,3143,1229,0
4887,122.0,74.5885,1372,42.8792,3.0,307,12.0,2728,4.0,426,-999.0,-999.0,3131,3843,4104,3143,409,0
4888,99.0,74.5662,1257,42.8445,3.0,631,10.0,2728,5.0,393,2018.0,3.0,3131,721,4104,3143,2341,0
4889,47.0,74.5802,194,42.8915,3.0,97,2.0,1189,2.0,3,1992.0,-999.0,716,909,220,3143,1775,0
4890,229.0,74.5707,939,42.8098,5.0,2751,10.0,36,9.0,375,2010.0,2.8,716,909,4104,3143,409,0
4891,123.0,74.5813,939,42.881,3.0,234,12.0,2728,11.0,3,2019.0,3.0,3131,721,4104,3143,1775,0
4892,63.0,74.6229,1510,42.8747,2.0,1353,9.0,1189,2.0,215,-999.0,-999.0,1148,3843,4104,3143,1775,0
4893,74.0,74.6837,1510,42.8535,3.0,863,9.0,311,2.0,3,1992.0,3.0,1148,3843,4104,3143,1775,0
4894,153.0,74.6122,1257,42.8522,6.0,272,5.0,2728,1.0,3,2006.0,-999.0,3131,3843,4104,3143,2341,0
4895,68.0,74.5192,1510,42.8788,3.0,239,3.0,473,3.0,3,-999.0,-999.0,1148,3843,4104,3143,1775,0
4896,34.0,74.6092,1510,42.8648,1.0,118,12.0,1189,8.0,414,1988.0,-999.0,771,909,4104,2623,2341,0
4897,59.0,74.6211,1372,42.829,2.0,124,12.0,1189,11.0,857,1998.0,-999.0,1148,909,4104,2623,1775,0
4898,124.0,74.6308,1372,42.8518,4.0,44,7.0,1189,4.0,333,-999.0,2.8,771,909,4104,3143,1775,1
4899,117.0,74.5911,1372,42.8295,4.0,465,10.0,1189,6.0,674,-999.0,2.0,3131,90,4104,2623,1775,0
4900,70.0,74.6118,1510,42.8368,3.0,64,5.0,374,3.0,146,-999.0,2.0,716,3843,4104,3143,12,1
4901,58.0,74.6279,1372,42.8401,3.0,139,4.0,374,3.0,155,1983.0,2.8,1148,909,4104,3143,1229,0
4902,97.7,74.5814,1372,42.8281,3.0,500,3.0,56,3.0,415,-999.0,-999.0,771,3843,4104,2623,1775,0
4903,48.4,74.5824,1372,42.8392,1.0,741,12.0,2728,12.0,164,-999.0,3.0,771,3843,220,3143,1775,0
4904,58.0,74.6173,939,42.822,1.0,7080,16.0,2728,8.0,3,2022.0,3.3,3131,190,861,3143,2341,0
4905,48.0,74.6192,338,42.8702,2.0,709,5.0,473,1.0,466,-999.0,2.8,716,3843,4104,3143,1775,0
4906,38.0,74.6162,939,42.8188,-999.0,381,9.0,2728,5.0,240,2021.0,3.2,3131,721,4104,3143,2341,0
4907,78.0,74.58,1372,42.8795,2.0,130,10.0,2728,7.0,249,-999.0,3.2,1148,721,4104,3143,1775,0
4908,68.0,74.6131,1372,42.82,3.0,126,10.0,2728,10.0,529,-999.0,-999.0,3131,3843,220,2623,1775,0
4909,67.0,74.6147,1372,42.8305,3.0,215,9.0,473,8.0,271,-999.0,-999.0,1148,3843,4104,3143,2341,0
4910,31.3,74.6172,1510,42.856,1.0,90,4.0,1189,2.0,556,-999.0,2.7,1148,721,4104,2623,1229,0
4911,72.0,74.6314,939,42.851,3.0,335,9.0,208,4.0,177,2021.0,3.0,3131,721,4104,3143,409,0
4912,100.0,74.5833,939,42.8781,3.0,102,10.0,2728,2.0,1045,2019.0,3.0,1148,3843,4104,2623,409,0
4913,57.0,74.5395,939,42.8584,2.0,276,10.0,2728,4.0,564,-999.0,2.8,716,909,4104,3143,1229,0
4914,106.0,74.5833,939,42.8781,3.0,104,10.0,2728,7.0,1032,2019.0,3.0,716,3843,4104,2623,409,0
4915,45.0,74.5731,1510,42.8691,2.0,102,5.0,374,3.0,865,1980.0,2.8,771,3843,4104,2623,1229,1
4916,84.0,74.5912,939,42.8675,2.0,326,11.0,2728,7.0,964,2014.0,3.0,716,90,4104,3143,1775,0
4917,50.0,74.6929,338,42.8737,2.0,72,5.0,473,1.0,3,-999.0,-999.0,3131,3843,4104,3143,1775,0
4918,87.0,74.5932,939,42.8717,3.0,772,13.0,2728,2.0,562,2021.0,3.0,716,909,4104,3143,1775,0
4919,125.0,74.6255,1372,42.8557,5.0,813,9.0,1189,7.0,448,-999.0,3.0,3131,909,4104,3143,2341,1
4920,122.0,74.6134,103,42.8187,3.0,378,13.0,2728,10.0,439,2021.0,3.0,3131,3843,272,3143,2341,0
4921,91.0,74.5808,939,42.8755,2.0,74,9.0,2728,7.0,143,2019.0,3.0,3131,3843,4104,3143,1775,0
4922,68.0,74.6147,1510,42.8198,2.0,114,12.0,1189,11.0,427,2020.0,3.0,1148,909,272,2623,1229,0
4923,42.0,74.6322,1372,42.8249,2.0,199,10.0,2728,8.0,3,2018.0,3.0,771,721,26,3143,1229,1
4924,43.0,74.6304,1510,42.851,1.0,136,9.0,473,4.0,389,-999.0,-999.0,3131,3843,4104,2623,2341,0
4925,36.0,74.5656,1510,42.8389,1.0,76,9.0,311,1.0,236,-999.0,-999.0,3131,3843,4104,2623,2341,0
4926,92.0,74.6184,939,42.8516,2.0,126,12.0,2728,4.0,816,2020.0,3.0,3131,721,4104,3143,1775,0
4927,80.0,74.6267,1510,42.8418,3.0,142,12.0,2728,9.0,880,2017.0,3.0,1148,909,4104,2623,1775,1
4928,41.0,74.6049,1510,42.8392,2.0,602,4.0,161,3.0,263,-999.0,-999.0,3131,3843,4104,2623,1229,0
4929,65.0,74.5859,194,42.8241,2.0,230,10.0,1189,6.0,371,2017.0,2.8,716,909,277,2623,12,0
4930,74.0,74.6156,194,42.8689,3.0,456,9.0,473,3.0,238,1975.0,2.8,716,909,4104,2623,1775,0
4931,45.0,74.5677,1257,42.8459,1.0,91,9.0,208,8.0,210,-999.0,-999.0,3131,3843,861,2623,2341,0
4932,162.0,74.5901,939,42.8474,3.0,222,7.0,1189,6.0,700,2005.0,3.5,716,909,4104,2623,409,0
4933,80.0,74.5479,1510,42.8886,3.0,336,2.0,1189,2.0,501,1980.0,2.7,771,909,220,2623,1775,1
4934,60.0,74.6225,338,42.8343,3.0,390,9.0,473,5.0,457,1980.0,2.8,1148,909,4104,2623,1775,0
4935,43.0,74.6219,1510,42.8382,2.0,181,4.0,374,2.0,482,1980.0,2.6,771,909,4104,2623,1229,1
4936,132.0,74.5842,1372,42.8245,3.0,1260,11.0,2728,8.0,819,-999.0,3.0,3131,3843,220,2623,409,0
4937,90.0,74.5917,939,42.8786,2.0,226,12.0,2728,5.0,433,-999.0,3.0,3131,3843,4104,3143,1775,0
4938,200.0,74.591,1372,42.8718,4.0,186,9.0,2728,6.0,567,-999.0,-999.0,771,3843,4104,2623,409,1
4939,122.0,74.6134,939,42.8187,3.0,160,14.0,2728,5.0,3,2019.0,3.0,3131,3843,4104,3143,1775,0
4940,42.0,74.5834,1510,42.8695,2.0,2495,5.0,1189,5.0,313,-999.0,-999.0,771,3843,4104,2623,2341,0
4941,97.0,74.62,939,42.8739,2.0,203,13.0,2728,9.0,471,2017.0,3.0,3131,3843,4104,3143,1775,0
4942,55.0,74.6375,338,42.8164,2.0,397,9.0,311,6.0,338,-999.0,-999.0,1148,3843,4104,3143,1775,0
4943,125.0,74.592,939,42.8711,3.0,196,15.0,2728,7.0,423,-999.0,3.0,3131,3843,4104,2623,409,0
4944,60.0,74.6197,1372,42.8365,3.0,659,4.0,374,4.0,331,-999.0,-999.0,771,3843,4104,2623,1229,0
4945,124.0,74.6196,1372,42.8195,3.0,635,12.0,2728,9.0,608,2018.0,3.0,771,3843,26,2623,409,1
4946,111.0,74.6119,939,42.8228,4.0,1446,8.0,2728,4.0,547,2020.0,3.0,3131,3843,861,3143,2341,0
4947,75.0,74.633,1510,42.8139,4.0,555,9.0,473,4.0,341,-999.0,-999.0,3131,3843,4104,3143,1775,0
4948,50.0,74.6933,194,42.8755,2.0,938,9.0,473,9.0,385,-999.0,-999.0,3131,3843,4104,3143,1775,0
4949,81.0,74.5799,939,42.8098,2.0,818,8.0,2728,2.0,475,2017.0,3.2,3131,3843,4104,3143,1229,0
4950,122.0,74.5956,1372,42.8497,3.0,1011,3.0,2728,2.0,492,-999.0,-999.0,771,3843,272,2623,409,0
4951,87.0,74.6164,1372,42.8202,2.0,672,10.0,2728,2.0,387,-999.0,3.0,771,3843,277,2623,1775,1
4952,120.0,74.6208,1372,42.8303,3.0,908,10.0,2728,2.0,435,-999.0,3.0,1148,3843,4104,2623,1775,0
4953,103.0,74.5836,939,42.8838,3.0,532,9.0,2728,6.0,298,2018.0,3.0,3131,3843,4104,3143,1775,0
4954,80.0,74.6372,939,42.8155,2.0,951,14.0,2728,8.0,367,2019.0,3.0,3131,3843,4104,3143,409,0
4955,130.0,74.6026,939,42.8675,4.0,978,10.0,2728,7.0,378,-999.0,-999.0,3131,3843,4104,2623,409,0
4956,47.64,74.69,939,42.8713,1.0,954,10.0,2728,9.0,426,-999.0,3.0,3131,3843,4104,3143,2341,0
4957,130.0,74.5833,1372,42.8815,3.0,509,9.0,2728,8.0,275,-999.0,3.0,771,3843,4104,3143,1775,0
4958,118.0,74.603,1372,42.8557,3.0,2113,10.0,2728,2.0,355,-999.0,3.0,771,3843,4104,2623,409,1
4959,103.0,74.5888,1510,42.876,5.0,373,5.0,1189,4.0,751,-999.0,3.0,771,3843,4104,2623,1775,0
4960,54.0,74.664,939,42.8553,2.0,229,9.0,2728,5.0,506,2020.0,3.0,3131,3843,861,3143,2341,0
4961,50.0,74.6224,338,42.8769,2.0,328,5.0,473,1.0,263,-999.0,-999.0,771,3843,4104,2623,1775,0
4962,50.0,74.6235,338,42.8674,2.0,358,5.0,473,4.0,263,-999.0,-999.0,771,3843,4104,2623,1775,0
4963,80.0,74.5778,1372,42.8419,2.0,143,5.0,2728,1.0,450,2015.0,-999.0,771,721,277,3143,409,0
4964,170.0,74.6247,1372,42.8176,3.0,136,12.0,2728,3.0,93,2020.0,3.0,771,3843,272,3143,2341,0
4965,71.5,74.6204,1257,42.8804,3.0,870,14.0,2728,7.0,204,2019.0,3.0,3131,3843,4104,3143,2341,0
4966,38.0,74.6939,1257,42.8519,1.0,120,9.0,473,2.0,3,-999.0,-999.0,3131,3843,4104,3143,2341,0
4967,12.0,74.6947,1257,42.8762,1.0,1358,5.0,74,1.0,554,-999.0,-999.0,3131,721,4104,3143,2341,0
4968,44.01,74.6436,1372,42.8407,1.0,79,9.0,208,4.0,89,2020.0,2.8,3131,3843,277,3143,1229,0
4969,60.0,74.546,1257,42.8616,3.0,125,5.0,473,4.0,3,-999.0,-999.0,3131,3843,4104,3143,2341,0
4970,20.0,74.5435,1257,42.859,1.0,169,3.0,1189,1.0,156,-999.0,-999.0,3131,3843,861,3143,2341,0
4971,40.0,74.565,338,42.838,1.0,239,9.0,473,6.0,602,1997.0,-999.0,716,3843,4104,3143,1229,0
4972,75.0,74.5832,1372,42.8776,2.0,88,10.0,1189,2.0,3,2020.0,-999.0,3131,3843,4104,3143,1775,0
4973,51.0,74.6104,1510,42.8656,3.0,123,5.0,1189,5.0,457,-999.0,-999.0,3131,3843,4104,2623,1775,0
4974,125.0,74.6255,1510,42.813,3.0,3598,4.0,1189,2.0,783,-999.0,-999.0,771,3843,277,3143,409,1
4975,58.0,74.5661,338,42.8391,2.0,252,9.0,311,2.0,277,-999.0,-999.0,3131,3843,4104,2623,2341,0
4976,68.0,74.5667,1510,42.8392,3.0,146,9.0,311,4.0,556,-999.0,-999.0,3131,3843,4104,2623,2341,0
4977,52.0,74.5804,1510,42.8806,1.0,187,10.0,2728,9.0,565,2016.0,3.0,3131,3843,4104,3143,2341,0
4978,90.0,74.6879,1372,42.8535,3.0,325,12.0,2728,2.0,308,2019.0,2.8,3131,3843,4104,3143,2341,0
4979,47.0,74.6162,939,42.8188,1.0,184,9.0,2728,4.0,316,2021.0,3.0,3131,3843,4104,3143,2341,0
4980,164.5,74.5916,939,42.8764,4.0,251,9.0,2728,6.0,549,-999.0,-999.0,3131,3843,4104,3143,2341,0
4981,50.0,74.6736,1510,42.8545,2.0,342,10.0,2728,8.0,563,2016.0,3.0,3131,3843,4104,3143,2341,0
4982,61.0,74.6151,1510,42.8299,3.0,362,9.0,311,5.0,330,-999.0,-999.0,3131,3843,861,3143,2341,0
4983,85.0,74.5722,1372,42.8407,2.0,260,9.0,2728,5.0,388,2015.0,3.2,3131,3843,4104,2623,2341,0
4984,67.35,74.6438,1510,42.8401,2.0,449,10.0,2728,4.0,257,2020.0,3.0,3131,3843,4104,3143,2341,0
4985,99.0,74.5998,1510,42.865,3.0,443,12.0,2728,7.0,714,2018.0,3.0,3131,3843,4104,3143,2341,0
4986,50.0,74.5952,939,42.8733,1.0,435,10.0,2728,3.0,388,2019.0,3.2,3131,3843,4104,3143,2341,0
4987,73.0,74.5774,338,42.8733,4.0,485,5.0,1189,4.0,326,-999.0,-999.0,3131,3843,4104,3143,2341,0
4988,110.0,74.5766,1510,42.8686,3.0,333,12.0,2728,9.0,496,2014.0,3.0,3131,3843,4104,3143,2341,0
4989,48.0,74.6342,338,42.8123,2.0,455,5.0,473,5.0,239,-999.0,-999.0,1148,3843,4104,3143,1775,0
4990,94.8,74.6438,939,42.8401,3.0,416,10.0,2728,1.0,326,2020.0,3.0,3131,3843,4104,3143,2341,0
4991,135.0,74.5901,1372,42.873,3.0,426,16.0,2728,16.0,439,2018.0,3.0,3131,3843,4104,3143,2341,0
4992,108.36,74.5833,939,42.8781,3.0,310,10.0,2728,10.0,419,2019.0,3.0,3131,3843,4104,3143,2341,0
4993,43.0,74.6129,939,42.8207,1.0,541,9.0,2728,2.0,459,2019.0,3.0,3131,3843,4104,3143,2341,0
4994,97.45,74.5841,939,42.8228,2.0,334,12.0,2728,2.0,404,2020.0,3.1,3131,3843,272,3143,2341,0
4995,83.39,74.6438,939,42.8401,2.0,353,9.0,2728,3.0,458,2020.0,3.0,3131,3843,4104,3143,2341,0
4996,63.0,74.5708,939,42.8485,1.0,396,10.0,2728,2.0,476,2020.0,3.2,3131,3843,272,3143,2341,0
