Общая площадь,Долгота,Состояние,Широта,Количество комнат,Всего этажей,Серия,Этаж,Год постройки,Санузел,Мебель,Отопление,Тип предложения
62.0,74.5883,939,42.8626,2.0,12.0,2731,4.0,2019.0,1775,716,867,3143
70.0,74.5817,939,42.8821,2.0,12.0,2731,9.0,2021.0,2353,3131,272,3143
58.0,74.6906,1257,42.8751,3.0,5.0,530,5.0,1989.0,2353,3131,867,3143
32.0,74.6057,338,42.8428,1.0,5.0,1189,2.0,-999.0,1229,1148,4104,2623
48.0,74.6249,1372,42.8515,1.0,12.0,2731,7.0,-999.0,1229,1148,4104,3143
68.0,74.5667,1510,42.8392,3.0,9.0,519,4.0,-999.0,2353,3131,4104,2623
58.0,74.6089,1257,42.8384,3.0,4.0,425,3.0,-999.0,2353,3131,4104,2623
56.0,74.6371,1257,42.8865,3.0,2.0,1189,1.0,-999.0,1775,1148,867,2623
45.0,74.5731,1510,42.8691,2.0,5.0,425,3.0,1980.0,1229,771,4104,2623
32.0,74.6804,338,42.8799,1.0,5.0,530,5.0,1980.0,1229,716,4104,2623
50.0,74.5563,1510,42.8873,2.0,5.0,2731,1.0,2019.0,2353,3131,4104,2623
139.0,74.5855,1257,42.8257,4.0,9.0,2731,7.0,2013.0,2353,3131,277,2623
120.0,74.6302,194,42.8744,4.0,9.0,519,9.0,1984.0,1775,716,4104,3143
35.0,74.6082,1510,42.8337,1.0,4.0,1189,2.0,-999.0,1229,716,4104,3143
97.0,74.6182,1257,42.8247,3.0,7.0,1189,3.0,2015.0,2353,3131,867,2623
82.0,74.6228,939,42.8173,2.0,12.0,2731,3.0,2019.0,1775,3131,220,3143
66.7,74.5998,939,42.865,1.0,12.0,2731,4.0,2018.0,1229,716,4104,3143
96.0,74.6005,1372,42.8672,3.0,10.0,2731,7.0,-999.0,1229,3131,4104,2623
86.0,74.6214,1257,42.8295,2.0,10.0,2731,8.0,-999.0,2353,3131,4104,2623
106.0,74.6314,939,42.8328,3.0,10.0,1189,9.0,-999.0,2353,3131,4104,2623
106.0,74.62,1372,42.8739,3.0,13.0,2731,7.0,2017.0,1775,771,4104,3143
169.0,74.5873,1372,42.8804,4.0,9.0,2731,3.0,-999.0,409,771,4104,2623
30.0,74.6371,1372,42.8837,1.0,5.0,1189,1.0,-999.0,2353,3131,867,2623
188.0,74.6365,939,42.8127,3.0,10.0,36,9.0,2016.0,409,3131,4104,3143
90.0,74.5883,1372,42.8626,3.0,12.0,2731,8.0,2019.0,1775,3131,4104,2623
72.0,74.5786,1257,42.8833,2.0,10.0,1189,10.0,2021.0,2353,3131,272,3143
102.0,74.5921,939,42.8086,3.0,4.0,2731,3.0,-999.0,1775,3131,272,3143
72.0,74.5771,1372,42.8812,2.0,8.0,2731,3.0,2019.0,1775,771,4104,2623
77.0,74.5978,939,42.8607,2.0,11.0,2731,6.0,-999.0,2353,3131,4104,2623
125.0,74.62,939,42.8739,3.0,13.0,2731,9.0,-999.0,2353,3131,4104,2623
122.0,74.6199,1510,42.8339,4.0,11.0,2731,10.0,2015.0,1229,1148,277,3143
80.0,74.6861,1510,42.88,3.0,5.0,2731,4.0,2015.0,1775,1148,4104,3143
76.0,74.5446,1372,42.8832,3.0,3.0,1189,3.0,1990.0,1775,1148,867,3143
67.0,74.5882,1372,42.8752,3.0,3.0,56,1.0,-999.0,409,771,4104,3143
300.0,74.6003,1257,42.8675,5.0,6.0,36,6.0,-999.0,2353,3131,867,2623
47.0,74.6018,1372,42.8622,2.0,4.0,1189,2.0,2017.0,1229,771,277,3143
65.0,74.5875,1510,42.8677,3.0,5.0,1189,5.0,1979.0,1229,716,4104,3143
72.0,74.6102,1257,42.8297,3.0,9.0,519,6.0,-999.0,2353,3131,867,2623
70.0,74.6097,1257,42.8823,2.0,10.0,2731,7.0,-999.0,2353,3131,867,3143
42.0,74.6335,1510,42.8447,1.0,9.0,530,3.0,-999.0,1229,716,4104,2623
73.0,74.6306,1372,42.8305,3.0,10.0,2731,2.0,2018.0,1775,1148,4104,3143
45.0,74.6136,1257,42.8601,1.0,14.0,2731,13.0,-999.0,2353,3131,4104,2623
90.0,74.542,1372,42.8489,4.0,5.0,1189,3.0,-999.0,1775,771,4104,3143
50.0,74.5655,338,42.8396,2.0,5.0,530,2.0,-999.0,2353,3131,4104,3143
97.7,74.5814,1372,42.8281,3.0,3.0,56,3.0,-999.0,1775,771,4104,2623
106.0,74.6164,1257,42.8181,3.0,9.0,2731,9.0,2021.0,2353,3131,4104,2623
81.0,74.6094,1510,42.8571,3.0,5.0,2731,1.0,2000.0,1775,771,4104,3143
48.0,74.6173,1257,42.8287,1.0,11.0,2731,7.0,-999.0,2353,3131,867,3143
55.0,74.6375,338,42.8164,2.0,9.0,519,6.0,-999.0,1775,1148,4104,3143
110.0,74.6122,1372,42.8201,3.0,10.0,2731,5.0,-999.0,2353,3131,4104,2623
79.0,74.6038,1510,42.8193,2.0,8.0,2731,2.0,2022.0,2353,1148,4104,2623
66.0,74.6238,194,42.8664,2.0,9.0,519,4.0,-999.0,1775,716,4104,3143
36.0,74.5656,1510,42.8389,1.0,9.0,519,1.0,-999.0,2353,3131,4104,2623
39.0,74.6324,1510,42.8726,1.0,9.0,519,8.0,-999.0,2353,3131,4104,2623
69.8,74.6929,1372,42.8737,2.0,11.0,2731,8.0,-999.0,1775,3131,4104,3143
44.8,74.6413,1372,42.8465,1.0,9.0,519,1.0,2020.0,1229,771,277,3143
230.0,74.6093,939,42.8354,4.0,9.0,1189,8.0,2010.0,1775,3131,4104,2623
38.0,74.6094,1510,42.8365,1.0,5.0,530,2.0,-999.0,1229,771,4104,2623
52.0,74.634,338,42.8702,2.0,9.0,519,7.0,-999.0,1775,716,4104,3143
43.0,74.5991,1510,42.875,2.0,5.0,425,5.0,-999.0,1229,1148,4104,2623
80.0,74.5776,1257,42.8707,4.0,9.0,1189,5.0,-999.0,2353,3131,867,3143
101.0,74.5859,1372,42.8298,2.0,9.0,2731,5.0,-999.0,2353,1148,4104,2623
24.0,74.6474,1372,42.8304,1.0,3.0,74,3.0,2019.0,2353,3131,277,3143
43.0,74.5848,1510,42.8422,2.0,4.0,165,2.0,-999.0,1229,1148,4104,3143
83.0,74.619,1510,42.8835,3.0,9.0,519,6.0,-999.0,2353,3131,867,2623
62.0,74.5678,1372,42.8471,2.0,12.0,2731,6.0,-999.0,2353,3131,277,3143
62.0,74.6313,194,42.9226,3.0,2.0,1189,2.0,-999.0,1775,3131,867,2623
44.0,74.5491,1510,42.8636,2.0,2.0,56,2.0,-999.0,1229,771,277,2623
153.0,74.6115,1510,42.8745,3.0,12.0,2731,2.0,-999.0,2353,1148,4104,3143
72.0,74.6133,1372,42.8585,3.0,9.0,530,2.0,-999.0,1775,771,4104,3143
50.0,74.5884,939,42.8545,1.0,10.0,2731,8.0,2018.0,1229,3131,4104,2623
58.4,74.6122,939,42.8212,1.0,14.0,2731,9.0,-999.0,1775,3131,4104,3143
36.0,74.6274,1257,42.8254,1.0,9.0,519,7.0,-999.0,2353,3131,4104,3143
91.0,74.5813,939,42.8756,2.0,10.0,2731,8.0,2020.0,2353,3131,4104,3143
82.0,74.5732,1510,42.8759,3.0,7.0,1189,6.0,1990.0,1775,771,4104,3143
96.0,74.5898,1257,42.8802,3.0,14.0,2731,5.0,-999.0,2353,3131,4104,3143
104.0,74.5912,1510,42.8683,4.0,10.0,2731,2.0,-999.0,1775,771,4104,2623
44.0,74.5773,1510,42.8827,2.0,2.0,530,2.0,-999.0,2353,3131,867,2623
84.0,74.6268,1372,42.8131,3.0,11.0,2731,7.0,-999.0,1775,771,272,3143
50.0,74.5939,939,42.8656,1.0,10.0,2731,9.0,2020.0,2353,3131,4104,3143
187.0,74.5778,1257,42.8426,5.0,6.0,2731,5.0,-999.0,2353,3131,277,3143
67.0,74.5613,338,42.8469,3.0,9.0,530,9.0,-999.0,1775,716,4104,3143
57.0,74.6239,194,42.8662,2.0,9.0,519,4.0,-999.0,1775,716,867,2623
54.0,74.6861,1510,42.8547,2.0,9.0,519,2.0,-999.0,2353,3131,4104,2623
103.0,74.6476,939,42.8769,3.0,10.0,2731,7.0,2020.0,409,3131,4104,3143
44.0,74.6445,1372,42.8401,1.0,9.0,519,4.0,2019.0,1229,3131,277,2623
43.0,74.5791,1510,42.8744,2.0,5.0,425,4.0,-999.0,1229,1148,4104,3143
88.0,74.6136,1510,42.8769,3.0,3.0,56,2.0,-999.0,1229,1148,4104,2623
42.2,74.5876,1372,42.8786,1.0,9.0,2731,2.0,-999.0,1229,1148,4104,3143
104.5,74.5909,1257,42.868,4.0,9.0,2731,2.0,-999.0,2353,3131,867,2623
144.0,74.5852,1372,42.8792,3.0,8.0,2731,8.0,-999.0,2353,771,4104,3143
188.0,74.6043,338,42.8696,5.0,5.0,1189,1.0,-999.0,409,716,4104,2623
72.0,74.6162,194,42.8188,2.0,8.0,2731,6.0,2021.0,1775,3131,4104,2623
45.0,74.6207,1510,42.8232,2.0,4.0,425,1.0,-999.0,2353,3131,4104,3143
45.0,74.6318,939,42.8325,1.0,10.0,2731,9.0,-999.0,2353,3131,220,3143
99.0,74.5847,939,42.8771,3.0,12.0,1189,10.0,2021.0,2353,3131,867,3143
43.0,74.5985,194,42.8484,2.0,4.0,425,4.0,1962.0,1229,1148,4104,2623
36.4,74.6533,1257,42.8668,1.0,4.0,74,2.0,-999.0,2353,3131,867,2623
34.0,74.5627,1510,42.8437,1.0,9.0,530,5.0,-999.0,2353,716,4104,2623
35.0,74.6226,338,42.8224,1.0,4.0,425,3.0,-999.0,2353,3131,4104,2623
67.0,74.6336,1510,42.843,2.0,9.0,519,1.0,2019.0,1775,771,4104,2623
130.0,74.6275,1510,42.8322,3.0,12.0,2731,8.0,-999.0,2353,3131,4104,3143
43.0,74.612,1257,42.8342,1.0,5.0,425,3.0,-999.0,2353,3131,867,2623
79.0,74.6148,939,42.8167,2.0,8.0,2731,2.0,2020.0,2353,3131,867,3143
73.1,74.533,1372,42.8874,2.0,3.0,1189,2.0,1998.0,1775,1148,277,3143
44.0,74.5489,939,42.852,1.0,5.0,1189,3.0,2020.0,2353,3131,220,3143
45.0,74.6015,1257,42.8833,2.0,5.0,1189,2.0,1972.0,2353,3131,867,2623
76.0,74.6245,1510,42.8518,2.0,12.0,2731,9.0,-999.0,2353,3131,4104,3143
125.0,74.6479,939,42.8768,3.0,10.0,2731,10.0,2020.0,2353,3131,4104,2623
57.0,74.5795,1372,42.8403,2.0,9.0,2731,2.0,2018.0,1775,771,272,2623
80.0,74.6365,1372,42.8758,2.0,14.0,2731,9.0,-999.0,2353,1148,4104,2623
87.0,74.6273,1372,42.8149,3.0,10.0,2731,7.0,2020.0,409,771,277,2623
160.0,74.6099,1372,42.8715,3.0,9.0,2731,8.0,2015.0,1775,1148,4104,2623
55.0,74.5823,1257,42.8406,2.0,10.0,2731,4.0,-999.0,2353,3131,4104,2623
72.0,74.613,939,42.8185,2.0,16.0,2731,8.0,2020.0,2353,3131,867,3143
20.0,74.5435,1257,42.859,1.0,3.0,1189,1.0,-999.0,2353,3131,867,3143
61.0,74.5812,1257,42.8812,1.0,12.0,2731,9.0,-999.0,2353,3131,4104,3143
45.0,74.6048,1510,42.8337,2.0,4.0,425,1.0,-999.0,1229,1148,4104,2623
100.0,74.6005,1510,42.8304,4.0,9.0,519,4.0,-999.0,1775,3131,4104,2623
68.0,74.6122,939,42.8212,2.0,12.0,2731,10.0,2021.0,1775,716,4104,3143
45.0,74.6248,1257,42.852,2.0,11.0,1189,10.0,-999.0,2353,3131,4104,2623
122.0,74.6134,939,42.8187,3.0,14.0,2731,3.0,2020.0,2353,716,220,3143
106.0,74.6026,1257,42.8551,3.0,10.0,1189,9.0,2017.0,2353,3131,867,2623
97.0,74.5648,939,42.8302,3.0,13.0,2731,11.0,-999.0,2353,3131,4104,3143
18.0,74.5841,1510,42.846,1.0,4.0,1189,4.0,-999.0,2353,3131,4104,2623
68.0,74.6149,1372,42.8298,3.0,9.0,519,4.0,-999.0,1775,3131,4104,2623
320.0,74.6042,53,42.8684,5.0,10.0,36,10.0,-999.0,409,771,4104,3143
79.0,74.5813,1372,42.8737,3.0,5.0,530,4.0,2000.0,1229,1148,4104,3143
50.0,74.6934,1257,42.8758,2.0,9.0,530,1.0,-999.0,2353,3131,4104,3143
52.0,74.609,1510,42.859,2.0,9.0,530,8.0,-999.0,1775,1148,4104,2623
-999.0,74.5898,1372,42.8697,6.0,6.0,2731,6.0,2010.0,409,1148,4104,2623
57.0,74.576,1257,42.8792,2.0,5.0,1189,4.0,-999.0,2353,3131,4104,2623
43.0,74.6203,1510,42.8361,2.0,4.0,425,3.0,-999.0,1229,1148,4104,3143
75.0,74.5591,1372,42.8642,2.0,14.0,2731,11.0,2019.0,1775,716,4104,2623
36.0,74.5635,1257,42.8417,1.0,10.0,530,6.0,2006.0,2353,3131,4104,3143
77.0,74.6318,1257,42.8334,2.0,12.0,2731,3.0,2020.0,2353,3131,4104,3143
125.0,74.6177,939,42.8242,4.0,12.0,2731,1.0,2018.0,2353,3131,4104,3143
34.4,74.5672,338,42.8433,1.0,9.0,530,4.0,-999.0,1229,1148,4104,3143
37.0,74.5671,194,42.8661,2.0,2.0,1189,1.0,-999.0,2353,3131,867,2623
35.0,74.6805,1510,42.88,1.0,5.0,530,4.0,-999.0,1229,3131,4104,3143
120.0,74.6165,1510,42.8244,3.0,8.0,1189,8.0,-999.0,409,3131,867,3143
70.0,74.6929,1257,42.8737,2.0,11.0,2731,9.0,2020.0,2353,3131,4104,3143
30.0,74.5939,1510,42.8842,1.0,5.0,2731,1.0,2017.0,1229,1148,4104,3143
58.0,74.6071,1510,42.8422,3.0,4.0,425,4.0,-999.0,1229,1148,4104,2623
136.9,74.6108,1257,42.8052,4.0,10.0,1189,4.0,2021.0,2353,3131,272,3143
85.0,74.5761,1372,42.876,4.0,3.0,425,1.0,-999.0,1229,3131,4104,2623
42.0,74.6156,1510,42.8426,2.0,3.0,165,1.0,-999.0,2353,3131,867,3143
220.0,74.5815,103,42.8403,6.0,12.0,2731,10.0,2020.0,2353,3131,4104,3143
65.0,74.6337,1510,42.8746,3.0,5.0,530,5.0,-999.0,1775,3131,4104,3143
35.0,74.6291,1257,42.8277,1.0,9.0,519,7.0,-999.0,2353,3131,4104,2623
48.0,74.68,1510,42.8773,2.0,5.0,530,5.0,1989.0,1775,1148,4104,2623
156.0,74.6122,1372,42.8281,3.0,15.0,2731,8.0,-999.0,1775,771,220,2623
87.0,74.5895,1372,42.873,2.0,14.0,2731,7.0,-999.0,1775,771,4104,3143
47.0,74.6162,939,42.8188,1.0,9.0,2731,4.0,2021.0,2353,3131,4104,3143
53.0,74.5655,1257,42.8316,2.0,9.0,519,9.0,-999.0,2353,3131,867,3143
70.0,74.6412,1372,42.8465,2.0,9.0,519,9.0,-999.0,2353,771,277,2623
63.0,74.6928,194,42.8764,3.0,4.0,1189,4.0,1979.0,1775,716,4104,2623
44.0,74.6322,1257,42.8412,1.0,12.0,2731,6.0,2021.0,2353,3131,867,3143
10.0,74.5938,338,42.8489,1.0,5.0,165,2.0,-999.0,1775,716,4104,3143
67.0,74.5715,1257,42.8486,2.0,3.0,1189,2.0,-999.0,2353,3131,867,2623
42.0,74.592,1257,42.8665,2.0,3.0,165,2.0,-999.0,2353,3131,4104,2623
48.0,74.6319,1257,42.8501,2.0,5.0,2731,3.0,-999.0,2353,3131,867,2623
108.0,74.6129,939,42.8202,3.0,10.0,2731,9.0,2017.0,409,3131,277,3143
38.0,74.6438,939,42.8401,1.0,9.0,2731,3.0,2020.0,2353,3131,4104,2623
85.0,74.5854,939,42.82,2.0,14.0,2731,3.0,2021.0,2353,3131,220,2623
84.0,74.6038,939,42.8193,2.0,10.0,2731,8.0,2022.0,1775,716,220,2623
77.0,74.5774,939,42.8679,2.0,15.0,2731,9.0,2020.0,1229,716,4104,2623
67.5,74.6413,1372,42.8355,2.0,9.0,519,6.0,2015.0,2353,3131,277,2623
104.0,74.5859,1257,42.8678,3.0,7.0,1189,7.0,-999.0,2353,3131,4104,2623
54.0,74.6213,1510,42.8277,2.0,10.0,2731,10.0,2015.0,2353,3131,4104,3143
140.0,74.6127,1257,42.8525,3.0,9.0,2731,7.0,-999.0,2353,3131,867,2623
45.0,74.691,1372,42.8792,2.0,12.0,2731,7.0,2020.0,1229,716,4104,3143
64.0,74.5824,1372,42.8392,2.0,12.0,2731,11.0,2017.0,1229,1148,277,2623
87.0,74.5786,1257,42.8833,3.0,10.0,1189,10.0,2021.0,2353,3131,272,3143
47.0,74.6195,1510,42.8805,2.0,5.0,425,3.0,2000.0,1229,1148,4104,3143
41.0,74.6049,1510,42.8392,2.0,4.0,165,3.0,-999.0,1229,3131,4104,2623
115.0,74.5917,1372,42.8614,3.0,10.0,2731,9.0,2017.0,1775,716,4104,2623
70.0,74.6207,1510,42.8664,3.0,5.0,2731,5.0,-999.0,1229,3131,4104,2623
57.0,74.6008,1510,42.8843,3.0,4.0,165,2.0,1969.0,1775,1148,4104,3143
115.0,74.5982,1372,42.8657,4.0,10.0,2731,8.0,2017.0,409,771,4104,3143
63.0,74.5684,1257,42.8577,3.0,3.0,1189,3.0,-999.0,2353,3131,867,2623
43.0,74.6146,1372,42.8589,2.0,5.0,425,5.0,1990.0,1229,1148,4104,2623
198.0,74.5997,1510,42.8758,6.0,3.0,1189,2.0,-999.0,1775,1148,4104,3143
76.0,74.5827,939,42.8397,2.0,12.0,2731,7.0,2019.0,1775,716,272,3143
68.5,74.5838,1372,42.8685,2.0,5.0,1189,3.0,-999.0,1775,1148,4104,3143
70.0,74.6359,1510,42.8726,3.0,9.0,530,7.0,-999.0,1775,1148,4104,2623
18.0,74.6304,338,42.8421,1.0,4.0,74,2.0,1960.0,1229,3131,277,2623
81.0,74.6883,1257,42.8543,3.0,9.0,519,6.0,-999.0,2353,3131,4104,2623
68.0,74.6412,1372,42.8465,2.0,9.0,519,9.0,2019.0,2353,1148,277,3143
60.0,74.5742,1510,42.851,2.0,9.0,2731,1.0,-999.0,2353,3131,4104,2623
139.6,74.6129,1372,42.8525,3.0,9.0,2731,7.0,2015.0,409,1148,4104,3143
45.0,74.5786,939,42.8833,1.0,10.0,2731,3.0,2020.0,1229,3131,272,3143
41.0,74.5679,1510,42.8457,1.0,18.0,1189,2.0,2010.0,1775,771,277,3143
32.0,74.6262,1257,42.8384,1.0,4.0,425,1.0,-999.0,2353,3131,4104,2623
77.0,74.5794,1510,42.8684,4.0,5.0,1189,1.0,-999.0,1229,1148,4104,2623
84.0,74.6841,1257,42.8552,3.0,9.0,519,7.0,2019.0,2353,3131,4104,2623
97.0,74.6209,1257,42.8266,3.0,12.0,2731,11.0,2017.0,2353,3131,4104,3143
98.0,74.6232,1372,42.8191,3.0,10.0,2731,3.0,2017.0,409,1148,4104,3143
100.0,74.6479,939,42.8768,3.0,10.0,2731,3.0,2019.0,2353,3131,4104,2623
51.23,74.549,939,42.852,1.0,5.0,1189,1.0,2019.0,1229,3131,220,3143
66.7,74.5804,1372,42.872,3.0,5.0,1189,3.0,1980.0,1775,3131,4104,2623
43.0,74.6339,1372,42.8447,1.0,9.0,530,5.0,2018.0,1229,1148,277,3143
57.0,74.5883,939,42.8626,2.0,12.0,2731,4.0,-999.0,2353,3131,4104,2623
66.5,74.6177,1257,42.8242,2.0,12.0,2731,12.0,-999.0,2353,3131,4104,2623
57.0,74.6819,1372,42.8578,2.0,9.0,2731,1.0,-999.0,1775,771,4104,2623
90.0,74.5917,939,42.8735,2.0,13.0,2731,4.0,2021.0,409,716,4104,3143
79.0,74.5764,1510,42.8433,3.0,10.0,2731,2.0,2016.0,1775,1148,4104,3143
48.0,74.6162,194,42.8188,1.0,9.0,2731,6.0,2021.0,1775,3131,4104,2623
51.0,74.6364,939,42.8113,1.0,11.0,2731,10.0,2020.0,1229,3131,4104,3143
190.1,74.5831,1372,42.8317,3.0,3.0,2731,1.0,-999.0,409,3131,867,3143
45.0,74.6333,1510,42.8448,2.0,9.0,519,7.0,-999.0,2353,3131,277,2623
58.0,74.6335,1372,42.8447,2.0,9.0,519,1.0,2018.0,2353,3131,277,2623
52.0,74.5887,1510,42.8061,2.0,4.0,1189,4.0,-999.0,2353,3131,4104,3143
48.0,74.6046,338,42.8306,2.0,5.0,530,5.0,-999.0,1775,771,4104,3143
107.0,74.688,939,42.8558,4.0,8.0,2731,3.0,2020.0,2353,3131,4104,3143
78.0,74.5662,1257,42.8731,3.0,6.0,1189,6.0,-999.0,2353,3131,4104,2623
50.0,74.6289,1510,42.8346,2.0,5.0,530,4.0,1993.0,1775,1148,4104,3143
46.0,74.5908,1257,42.8805,1.0,12.0,2731,11.0,2020.0,2353,3131,4104,2623
76.0,74.5827,103,42.8397,2.0,12.0,2731,11.0,2019.0,1775,3131,272,3143
36.0,74.5829,1372,42.8842,1.0,9.0,2731,8.0,2019.0,1229,1148,4104,2623
36.0,74.5786,939,42.8833,1.0,10.0,2731,8.0,2020.0,1775,3131,272,2623
150.0,74.6071,1257,42.868,3.0,12.0,2731,5.0,2017.0,2353,3131,4104,3143
82.0,74.6164,1510,42.8249,2.0,10.0,1189,8.0,2016.0,1775,1148,4104,2623
160.0,74.6148,103,42.8167,3.0,8.0,2731,5.0,2020.0,409,1148,272,3143
42.0,74.5614,1510,42.8841,2.0,5.0,425,4.0,-999.0,1229,1148,4104,3143
80.0,74.5502,1372,42.888,3.0,2.0,1189,2.0,-999.0,1775,771,220,2623
66.6,74.6331,1372,42.8448,2.0,9.0,519,2.0,2018.0,1775,1148,277,2623
41.0,74.5955,1510,42.87,1.0,4.0,1189,4.0,-999.0,1229,1148,4104,2623
45.0,74.6255,1372,42.8206,3.0,4.0,425,4.0,-999.0,1229,1148,4104,3143
46.0,74.5924,194,42.8684,3.0,5.0,1189,1.0,-999.0,1775,3131,4104,3143
82.0,74.6162,939,42.8188,2.0,8.0,2731,6.0,2021.0,2353,3131,4104,2623
50.0,74.6809,338,42.8768,2.0,5.0,530,3.0,1980.0,1775,1148,4104,3143
110.0,74.5918,1257,42.8733,3.0,14.0,2731,10.0,2021.0,2353,3131,4104,3143
74.0,74.6179,1372,42.8245,3.0,9.0,519,4.0,-999.0,2353,1148,4104,3143
45.0,74.6015,1510,42.8835,2.0,5.0,1189,2.0,1972.0,1775,1148,4104,2623
44.0,74.6818,103,42.8759,1.0,9.0,2731,3.0,2020.0,2353,3131,4104,3143
30.0,74.5583,1510,42.875,2.0,2.0,74,1.0,-999.0,1229,1148,4104,3143
22.0,74.574,1257,42.8764,1.0,5.0,1189,1.0,-999.0,1229,3131,4104,2623
57.0,74.5813,1257,42.8393,2.0,10.0,2731,4.0,2020.0,2353,3131,4104,3143
32.0,74.626,1257,42.8237,1.0,4.0,425,2.0,-999.0,2353,3131,867,2623
200.0,74.5914,1510,42.8721,4.0,6.0,2731,4.0,-999.0,409,1148,4104,2623
67.0,74.5653,103,42.8795,2.0,10.0,2731,3.0,2022.0,1775,716,4104,3143
58.0,74.6231,1372,42.8778,3.0,5.0,425,3.0,1981.0,1229,1148,4104,2623
102.0,74.6486,103,42.8163,3.0,9.0,1189,8.0,-999.0,2353,3131,4104,2623
50.0,74.5909,1372,42.8439,2.0,13.0,2731,8.0,-999.0,1229,1148,4104,3143
68.0,74.6408,1372,42.8344,2.0,9.0,1189,1.0,2015.0,1775,1148,277,2623
65.0,74.5889,939,42.873,2.0,14.0,2731,5.0,2021.0,2353,3131,4104,2623
35.0,74.69,53,42.8765,1.0,9.0,530,7.0,1981.0,1229,771,4104,3143
112.0,74.5772,1372,42.8419,3.0,11.0,2731,10.0,2016.0,409,3131,4104,2623
66.0,74.6092,338,42.8689,3.0,5.0,1189,5.0,1977.0,2353,771,4104,2623
74.5,74.564,338,42.8456,3.0,6.0,1189,5.0,-999.0,2353,3131,4104,3143
64.0,74.5588,338,42.8737,3.0,2.0,56,2.0,-999.0,1229,716,4104,3143
52.0,74.6164,1510,42.8681,2.0,9.0,519,3.0,-999.0,2353,3131,4104,2623
58.0,74.5709,1372,42.8706,3.0,5.0,425,5.0,-999.0,1229,1148,4104,3143
61.0,74.5918,1372,42.8378,1.0,12.0,2731,6.0,-999.0,1229,771,867,3143
47.0,74.5861,939,42.8258,1.0,12.0,2731,10.0,-999.0,2353,3131,4104,2623
111.0,74.6126,1257,42.823,4.0,8.0,2731,5.0,2020.0,2353,3131,277,3143
135.0,74.6189,1510,42.8777,4.0,7.0,1189,3.0,-999.0,409,771,4104,3143
70.0,74.5913,1372,42.8658,2.0,10.0,2731,9.0,-999.0,2353,3131,4104,2623
58.0,74.6279,1372,42.8401,3.0,4.0,425,3.0,1983.0,1229,1148,4104,3143
102.0,74.587,1257,42.824,3.0,9.0,1189,6.0,2016.0,2353,3131,867,2623
65.0,74.6038,1257,42.8193,3.0,10.0,2731,5.0,2022.0,2353,3131,272,3143
110.0,74.5923,1372,42.8423,3.0,12.0,2731,6.0,-999.0,2353,3131,4104,2623
68.0,74.6303,1372,42.8184,2.0,9.0,519,4.0,-999.0,2353,3131,4104,3143
56.0,74.6274,1510,42.8628,2.0,4.0,1189,2.0,-999.0,1775,1148,277,3143
61.8,74.6345,338,42.8431,3.0,9.0,519,9.0,-999.0,1775,771,4104,3143
81.1,74.6337,1372,42.8154,3.0,9.0,519,7.0,1989.0,1775,771,4104,3143
44.0,74.5555,939,42.8525,1.0,9.0,519,6.0,-999.0,2353,3131,272,2623
50.0,74.63,1510,42.8256,2.0,4.0,425,3.0,-999.0,1229,3131,4104,2623
66.0,74.5304,1372,42.8892,2.0,4.0,530,4.0,2019.0,1229,716,277,3143
135.0,74.581,1257,42.8788,3.0,10.0,2731,9.0,2016.0,2353,3131,4104,3143
78.0,74.5918,1372,42.8378,2.0,12.0,2731,7.0,2020.0,1775,771,277,3143
54.4,74.6184,939,42.8516,2.0,12.0,2731,7.0,-999.0,1229,3131,4104,3143
30.0,74.6122,338,42.8342,1.0,5.0,425,3.0,-999.0,2353,3131,4104,3143
78.5,74.6897,1372,42.8543,3.0,9.0,519,5.0,2009.0,1229,1148,4104,2623
48.0,74.591,1257,42.8249,1.0,9.0,41,4.0,2022.0,2353,3131,220,2623
70.0,74.619,1510,42.8776,3.0,5.0,530,4.0,1990.0,1775,771,4104,2623
45.0,74.6314,1510,42.851,1.0,12.0,2731,5.0,2019.0,2353,3131,4104,2623
70.0,74.6022,1257,42.8444,2.0,12.0,1189,5.0,2021.0,1775,3131,4104,2623
70.0,74.6125,194,42.8665,3.0,9.0,530,4.0,-999.0,1775,1148,4104,3143
47.0,74.6416,1510,42.8122,2.0,9.0,519,5.0,2012.0,2353,1148,4104,2623
160.0,74.5812,1372,42.8758,4.0,10.0,2731,10.0,2017.0,2353,3131,4104,2623
83.0,74.6248,1510,42.8186,4.0,6.0,2731,5.0,-999.0,2353,3131,4104,2623
24.1,74.5331,1510,42.8598,1.0,3.0,165,2.0,-999.0,1229,3131,4104,3143
45.0,74.5179,1510,42.8899,2.0,3.0,1189,3.0,-999.0,1775,3131,277,3143
250.0,74.6214,1257,42.8295,6.0,11.0,2731,11.0,-999.0,2353,3131,4104,3143
46.6,74.6433,939,42.8394,1.0,10.0,2731,10.0,-999.0,2353,3131,4104,3143
74.2,74.6098,939,42.8286,2.0,13.0,2731,9.0,2020.0,1775,3131,4104,3143
78.0,74.5929,1372,42.8735,2.0,10.0,2731,7.0,-999.0,2353,3131,4104,2623
56.0,74.6349,1257,42.8522,2.0,12.0,1189,4.0,2020.0,2353,3131,4104,3143
102.0,74.6168,1372,42.82,3.0,10.0,2731,7.0,-999.0,1775,771,277,2623
28.5,74.5839,1510,42.8463,1.0,3.0,165,1.0,-999.0,1229,1148,4104,3143
